CODIGO,NOME,DOCUMENTO,CEP,CPF_SOCIO
87171517752750,Laura Gonçalves,28954617000165,40980064,01598436260
87171517752750,Laura Gonçalves,28954617000165,40980064,53709461839
87171517752750,Laura Gonçalves,28954617000165,40980064,38491705600
87171517752750,Laura Gonçalves,28954617000165,40980064,01987632559
87171517752750,Laura Gonçalves,28954617000165,40980064,46180953260
61888104569864,Fernanda Ferreira,32849170000131,54464927,96812754382
61888104569864,Fernanda Ferreira,32849170000131,54464927,98704215630
61888104569864,Fernanda Ferreira,32849170000131,54464927,95742036892
23594889269020,Dr. Antony Correia,60915874000109,35414855,67312048544
23594889269020,Dr. Antony Correia,60915874000109,35414855,80279135432
88690323005513,João Miguel Lopes,09574283000150,42768523,46201598324
88690323005513,João Miguel Lopes,09574283000150,42768523,87691432500
88690323005513,João Miguel Lopes,09574283000150,42768523,17653904270
64172377428407,Yasmin da Conceição,20893157000109,71014814,52970134616
64172377428407,Yasmin da Conceição,20893157000109,71014814,98637241069
64172377428407,Yasmin da Conceição,20893157000109,71014814,08594127332
64172377428407,Yasmin da Conceição,20893157000109,71014814,42536801780
64172377428407,Yasmin da Conceição,20893157000109,71014814,96830247187
79015231182090,Juliana Santos,81432605000153,64181627,65983702483
79015231182090,Juliana Santos,81432605000153,64181627,71543689264
79015231182090,Juliana Santos,81432605000153,64181627,50187649294
76665586233720,Srta. Rebeca Ferreira,05389216000104,72444036,27096315470
76665586233720,Srta. Rebeca Ferreira,05389216000104,72444036,16820547307
76665586233720,Srta. Rebeca Ferreira,05389216000104,72444036,16975432864
77711684698579,Melina Moreira,30678524000105,58705730,29471035805
77711684698579,Melina Moreira,30678524000105,58705730,86095234115
77711684698579,Melina Moreira,30678524000105,58705730,81495673219
77711684698579,Melina Moreira,30678524000105,58705730,76195842346
27179201552328,Clarice Vasconcelos,18534976000100,81521760,29136470570
27179201552328,Clarice Vasconcelos,18534976000100,81521760,26931857002
77030869110825,Beatriz Dias,54168072000171,80500053,30458679283
77030869110825,Beatriz Dias,54168072000171,80500053,91752863003
44691811542122,Giovanna Montenegro,56309728000154,22979876,28501437662
44691811542122,Giovanna Montenegro,56309728000154,22979876,39527148014
44691811542122,Giovanna Montenegro,56309728000154,22979876,75048936256
44691811542122,Giovanna Montenegro,56309728000154,22979876,71496503252
57683220054302,Maria Isis Vieira,43869052000101,40969057,53709461839
57683220054302,Maria Isis Vieira,43869052000101,40969057,63285790121
57683220054302,Maria Isis Vieira,43869052000101,40969057,75906438157
43143725933416,Igor Nascimento,49702138000121,13523623,64370519810
43143725933416,Igor Nascimento,49702138000121,13523623,34156082989
43143725933416,Igor Nascimento,49702138000121,13523623,69074231543
43143725933416,Igor Nascimento,49702138000121,13523623,65421738973
43143725933416,Igor Nascimento,49702138000121,13523623,96273015406
86043505256020,Joana Ribeiro,47620958000149,00634966,37824519023
86043505256020,Joana Ribeiro,47620958000149,00634966,70692438556
86043505256020,Joana Ribeiro,47620958000149,00634966,21340987678
86043505256020,Joana Ribeiro,47620958000149,00634966,71295603802
93086352369667,Mathias Pires,01297548000108,58052095,48360972150
93086352369667,Mathias Pires,01297548000108,58052095,98136270422
50761413599267,Nicole Monteiro,42170958000170,77090731,57192804649
50761413599267,Nicole Monteiro,42170958000170,77090731,19375268446
66198347795040,Léo Costela,24381069000170,31931533,14793856039
66198347795040,Léo Costela,24381069000170,31931533,71435028988
83385001120354,Benicio Oliveira,17928354000101,05284462,34921870640
83385001120354,Benicio Oliveira,17928354000101,05284462,64390827529
56361191473431,Carlos Eduardo da Paz,35624107000195,56745340,34258619728
56361191473431,Carlos Eduardo da Paz,35624107000195,56745340,73205164970
56361191473431,Carlos Eduardo da Paz,35624107000195,56745340,29630754800
70435264428892,Dra. Sara Pires,59142360000170,72821718,97308415600
70435264428892,Dra. Sara Pires,59142360000170,72821718,91276450370
70435264428892,Dra. Sara Pires,59142360000170,72821718,65438971200
70435264428892,Dra. Sara Pires,59142360000170,72821718,86702543956
28517617523636,Hellena Novaes,56480713000154,62608061,36925847092
28517617523636,Hellena Novaes,56480713000154,62608061,06142795343
28517617523636,Hellena Novaes,56480713000154,62608061,10265894794
28517617523636,Hellena Novaes,56480713000154,62608061,06179325499
44921014482279,Antonella Casa Grande,37894265000190,03468571,63594120716
44921014482279,Antonella Casa Grande,37894265000190,03468571,64809571211
31913834151134,Pietra Farias,61859407000163,83842021,03421976813
31913834151134,Pietra Farias,61859407000163,83842021,78936520474
12173002174182,Rebeca Rocha,89341726000100,07935064,14069583289
12173002174182,Rebeca Rocha,89341726000100,07935064,17936420878
92658529305104,Isabela Barros,96751042000133,67783887,79568234128
92658529305104,Isabela Barros,96751042000133,67783887,96453271052
92658529305104,Isabela Barros,96751042000133,67783887,87130254904
92658529305104,Isabela Barros,96751042000133,67783887,58672419049
92658529305104,Isabela Barros,96751042000133,67783887,06794518201
92658529305104,Isabela Barros,96751042000133,67783887,50279431805
24364387478965,Ian Moreira,52178304000147,69290186,74521380905
24364387478965,Ian Moreira,52178304000147,69290186,06794518201
96472292193427,Cecilia Vasconcelos,47182635000110,27797717,21370645880
96472292193427,Cecilia Vasconcelos,47182635000110,27797717,94185630700
28148613513118,João Lucas Nogueira,68037521000157,30113226,93425016725
28148613513118,João Lucas Nogueira,68037521000157,30113226,39145260761
28148613513118,João Lucas Nogueira,68037521000157,30113226,27045983123
28148613513118,João Lucas Nogueira,68037521000157,30113226,36582097474
28148613513118,João Lucas Nogueira,68037521000157,30113226,69378452191
28148613513118,João Lucas Nogueira,68037521000157,30113226,50369174216
28148613513118,João Lucas Nogueira,68037521000157,30113226,06713482996
12989446973371,Leandro Camargo,75096124000111,20859650,25139764873
12989446973371,Leandro Camargo,75096124000111,20859650,19627354864
12989446973371,Leandro Camargo,75096124000111,20859650,60473285126
63472637869752,Dra. Alexia da Cruz,87521063000171,90310579,96231758095
63472637869752,Dra. Alexia da Cruz,87521063000171,90310579,80793126568
80494018897209,Maria Luiza Rios,41309726000198,96629018,46579103299
80494018897209,Maria Luiza Rios,41309726000198,96629018,50493671820
80494018897209,Maria Luiza Rios,41309726000198,96629018,54627938128
51447808951838,Sra. Manuela Fonseca,74839105000175,89356040,57418263007
51447808951838,Sra. Manuela Fonseca,74839105000175,89356040,68390251795
51447808951838,Sra. Manuela Fonseca,74839105000175,89356040,76810429387
24521689963110,Nicole Brito,42039857000165,65657635,25901346815
24521689963110,Nicole Brito,42039857000165,65657635,81674952058
24521689963110,Nicole Brito,42039857000165,65657635,01794536884
55132571847201,Davi Costela,32790548000179,14614215,41523670835
55132571847201,Davi Costela,32790548000179,14614215,79085436184
55132571847201,Davi Costela,32790548000179,14614215,17094258305
55132571847201,Davi Costela,32790548000179,14614215,46851932709
55132571847201,Davi Costela,32790548000179,14614215,80716934213
55132571847201,Davi Costela,32790548000179,14614215,23198576482
38045141068232,Caleb Novaes,18367504000100,80208245,64318279022
38045141068232,Caleb Novaes,18367504000100,80208245,40283951605
87309332151366,Aurora Cunha,68724359000145,93688776,65438971200
87309332151366,Aurora Cunha,68724359000145,93688776,27149630561
30330726064537,Theo da Rocha,34619257000148,63700592,46037918520
30330726064537,Theo da Rocha,34619257000148,63700592,06794518201
97550155329164,Dra. Manuela Cavalcante,17382450000199,15386591,56928034700
97550155329164,Dra. Manuela Cavalcante,17382450000199,15386591,79481530205
65907198129882,Arthur Cirino,14309865000149,88796747,96714352891
65907198129882,Arthur Cirino,14309865000149,88796747,31568427026
17823650720157,Esther da Mata,15046783000111,87943216,25314978628
17823650720157,Esther da Mata,15046783000111,87943216,26304975180
57765336071686,Ana Lívia Campos,19836254000172,78771149,48605721901
57765336071686,Ana Lívia Campos,19836254000172,78771149,68214375053
40438784219393,Aylla Azevedo,93560281000118,07451497,68429035133
40438784219393,Aylla Azevedo,93560281000118,07451497,94527860356
93152392216170,Stella da Paz,36284917000102,03450238,96235740107
93152392216170,Stella da Paz,36284917000102,03450238,39482107640
62942353944303,Olívia Pereira,60348975000137,30560874,96813472003
62942353944303,Olívia Pereira,60348975000137,30560874,81574629085
62942353944303,Olívia Pereira,60348975000137,30560874,37514892664
62942353944303,Olívia Pereira,60348975000137,30560874,40651273943
88096869872337,Alice da Paz,02854379000122,81351911,38907126577
88096869872337,Alice da Paz,02854379000122,81351911,52094763838
27878313931300,Maria Luísa Correia,59273401000168,13060240,79085436184
27878313931300,Maria Luísa Correia,59273401000168,13060240,07326958130
27878313931300,Maria Luísa Correia,59273401000168,13060240,83290147541
79209215359150,Alice Rezende,26148950000151,31089499,14302968796
79209215359150,Alice Rezende,26148950000151,31089499,08427956185
57711696110425,Bianca Mendes,25014387000166,00004658,94730156820
57711696110425,Bianca Mendes,25014387000166,00004658,95802476176
57711696110425,Bianca Mendes,25014387000166,00004658,98136270422
24231590405780,Eloah Ferreira,67149283000109,47186571,39846570139
24231590405780,Eloah Ferreira,67149283000109,47186571,81654970301
24231590405780,Eloah Ferreira,67149283000109,47186571,75830142988
48885920051152,Bárbara Sousa,87249105000167,29168610,60357829140
48885920051152,Bárbara Sousa,87249105000167,29168610,76325148053
48885920051152,Bárbara Sousa,87249105000167,29168610,34976152855
10055559672884,Otto Camargo,19573062000110,42717866,60743981510
10055559672884,Otto Camargo,19573062000110,42717866,10945637810
81080665984929,Sr. André Moreira,58672934000150,59422432,91408536242
81080665984929,Sr. André Moreira,58672934000150,59422432,78361290478
91185229100962,Emanuella Campos,21934085000155,46037462,56928034700
91185229100962,Emanuella Campos,21934085000155,46037462,08924563106
17267173708617,Luiz Otávio Casa Grande,12850476000109,59372040,60743192516
17267173708617,Luiz Otávio Casa Grande,12850476000109,59372040,91036582442
17267173708617,Luiz Otávio Casa Grande,12850476000109,59372040,89210354788
91431226648770,Ana Lívia da Costa,67529438000132,37222544,24971630570
91431226648770,Ana Lívia da Costa,67529438000132,37222544,13465982746
91431226648770,Ana Lívia da Costa,67529438000132,37222544,31479508241
91431226648770,Ana Lívia da Costa,67529438000132,37222544,91438270631
91431226648770,Ana Lívia da Costa,67529438000132,37222544,59670231868
77687289158823,Thales Pinto,59263107000175,81881724,93872640500
77687289158823,Thales Pinto,59263107000175,81881724,97540286130
39117040976899,Juliana Sousa,91245760000114,86644297,96235740107
39117040976899,Juliana Sousa,91245760000114,86644297,23015694707
51129693136377,Rael Almeida,51093862000147,01205472,30579264106
51129693136377,Rael Almeida,51093862000147,01205472,36580291702
51129693136377,Rael Almeida,51093862000147,01205472,28051964306
51129693136377,Rael Almeida,51093862000147,01205472,72538469155
51129693136377,Rael Almeida,51093862000147,01205472,21758439637
15920107844386,Henry Rios,28970165000105,97879037,07489162530
15920107844386,Henry Rios,28970165000105,97879037,70521896312
15920107844386,Henry Rios,28970165000105,97879037,83750196400
76469446644220,Otto Garcia,68329475000160,03231107,61045792802
76469446644220,Otto Garcia,68329475000160,03231107,21380945704
17196323499050,Pietra Fogaça,57241638000131,08066733,08569237103
17196323499050,Pietra Fogaça,57241638000131,08066733,61057823490
17196323499050,Pietra Fogaça,57241638000131,08066733,12086437978
42047476895591,Dr. Calebe Correia,47152309000160,66723661,96714352891
42047476895591,Dr. Calebe Correia,47152309000160,66723661,18795024611
42047476895591,Dr. Calebe Correia,47152309000160,66723661,91384276050
83638093103165,Dr. João Gabriel Vargas,91463580000109,62538730,87935406120
83638093103165,Dr. João Gabriel Vargas,91463580000109,62538730,18476923546
17333805414437,Daniel Gonçalves,48762513000166,53154172,13682407553
17333805414437,Daniel Gonçalves,48762513000166,53154172,07983216440
17530979290000,André Machado,90352146000199,44342124,27054183690
17530979290000,André Machado,90352146000199,44342124,57941360810
17530979290000,André Machado,90352146000199,44342124,84657239155
39788900151296,Thales da Paz,74328156000132,95109787,04716958230
39788900151296,Thales da Paz,74328156000132,95109787,21860495702
47971767868141,Dra. Catarina Porto,69235407000102,97832992,13670594299
47971767868141,Dra. Catarina Porto,69235407000102,97832992,75419320860
48778919429965,Benjamin Vieira,34167029000184,90899251,48690257365
48778919429965,Benjamin Vieira,34167029000184,90899251,92671350406
95440463243588,Srta. Eloah Novaes,98720453000197,97387039,73205164970
95440463243588,Srta. Eloah Novaes,98720453000197,97387039,08924563106
95440463243588,Srta. Eloah Novaes,98720453000197,97387039,61873254946
11294518318127,Srta. Ana Clara Casa Grande,04635879000107,12475007,12970843579
11294518318127,Srta. Ana Clara Casa Grande,04635879000107,12475007,24518367090
11294518318127,Srta. Ana Clara Casa Grande,04635879000107,12475007,83520461951
52454753734379,Maria Sophia Cunha,92657340000108,27017926,79326504107
52454753734379,Maria Sophia Cunha,92657340000108,27017926,25160384707
86473151660446,João Gabriel Nunes,41583720000104,69167055,76529384146
86473151660446,João Gabriel Nunes,41583720000104,69167055,45803921750
83240807592762,Yan das Neves,89431520000162,17052291,87643905193
83240807592762,Yan das Neves,89431520000162,17052291,78361290478
83240807592762,Yan das Neves,89431520000162,17052291,76128549020
40508602503736,Luna Porto,93485067000144,38128325,36957812030
40508602503736,Luna Porto,93485067000144,38128325,06142795343
40508602503736,Luna Porto,93485067000144,38128325,36521498746
58421660670822,José Pedro Moraes,48305917000120,90260356,40321589670
58421660670822,José Pedro Moraes,48305917000120,90260356,90215637895
72409004384489,Enzo Gabriel Correia,85329704000165,25695089,42631587090
72409004384489,Enzo Gabriel Correia,85329704000165,25695089,40651273943
72409004384489,Enzo Gabriel Correia,85329704000165,25695089,84156320707
30719494415660,Pedro Lucas Pires,97163540000128,28480110,24863190506
30719494415660,Pedro Lucas Pires,97163540000128,28480110,18253094779
56269864362885,Marcelo Araújo,82471903000115,14159274,30498712532
56269864362885,Marcelo Araújo,82471903000115,14159274,81529043689
97524657944172,Pietra da Mota,83075492000101,01186296,57283046992
97524657944172,Pietra da Mota,83075492000101,01186296,90462753107
13589595468566,Ágatha Melo,83501629000142,14991806,30476829500
13589595468566,Ágatha Melo,83501629000142,14991806,03417259860
13589595468566,Ágatha Melo,83501629000142,14991806,27501468958
13589595468566,Ágatha Melo,83501629000142,14991806,43791605216
12203933944243,Sra. Lorena Marques,15873264000127,12826164,61420375890
12203933944243,Sra. Lorena Marques,15873264000127,12826164,24863759029
12203933944243,Sra. Lorena Marques,15873264000127,12826164,32975460856
92668969676322,Davi Jesus,24013756000133,61908036,10249835797
92668969676322,Davi Jesus,24013756000133,61908036,85346902783
92668969676322,Davi Jesus,24013756000133,61908036,40873926196
92668969676322,Davi Jesus,24013756000133,61908036,71435028988
92668969676322,Davi Jesus,24013756000133,61908036,70135649234
92668969676322,Davi Jesus,24013756000133,61908036,81574629085
92668969676322,Davi Jesus,24013756000133,61908036,71654809276
98918848046505,Maria Luísa Barbosa,67429805000126,26711524,75396482109
98918848046505,Maria Luísa Barbosa,67429805000126,26711524,48175602317
98918848046505,Maria Luísa Barbosa,67429805000126,26711524,85204173617
98918848046505,Maria Luísa Barbosa,67429805000126,26711524,96017235877
57741516805589,Srta. Luísa da Rosa,89064237000140,04272612,54061827308
57741516805589,Srta. Luísa da Rosa,89064237000140,04272612,98574203629
97163499149395,Stella Cavalcanti,12576493000191,07014284,64370519810
97163499149395,Stella Cavalcanti,12576493000191,07014284,43097265180
17961286671801,Ana Sophia Fonseca,57103986000142,15571881,74603851235
17961286671801,Ana Sophia Fonseca,57103986000142,15571881,71495632016
33408808100653,Davi Lucca Albuquerque,15042689000194,07030144,81072493640
33408808100653,Davi Lucca Albuquerque,15042689000194,07030144,43791605216
33408808100653,Davi Lucca Albuquerque,15042689000194,07030144,19576408393
33408808100653,Davi Lucca Albuquerque,15042689000194,07030144,79453012823
75205803525914,Sr. Ravi Lucca Vargas,60957348000101,09547127,29178364582
75205803525914,Sr. Ravi Lucca Vargas,60957348000101,09547127,60278139469
75205803525914,Sr. Ravi Lucca Vargas,60957348000101,09547127,76019452867
21200551909497,Francisco Macedo,87240519000125,90436877,87130254904
21200551909497,Francisco Macedo,87240519000125,90436877,28791403588
63242788488283,Breno da Mota,31245970000180,56148130,92784103650
63242788488283,Breno da Mota,31245970000180,56148130,91586073230
32040084837740,Luiz Miguel Brito,82701493000151,63142028,90258431660
32040084837740,Luiz Miguel Brito,82701493000151,63142028,70964512858
32040084837740,Luiz Miguel Brito,82701493000151,63142028,62743105844
92731579023203,Gustavo Moreira,03758941000187,20227729,28037416950
92731579023203,Gustavo Moreira,03758941000187,20227729,13408269769
92731579023203,Gustavo Moreira,03758941000187,20227729,39247516099
92731579023203,Gustavo Moreira,03758941000187,20227729,91265743819
92731579023203,Gustavo Moreira,03758941000187,20227729,81723549673
92731579023203,Gustavo Moreira,03758941000187,20227729,03268947565
92731579023203,Gustavo Moreira,03758941000187,20227729,69015278458
26882928341558,Matheus Dias,52974163000179,36934151,25687103490
26882928341558,Matheus Dias,52974163000179,36934151,62749815002
26882928341558,Matheus Dias,52974163000179,36934151,37824519023
26882928341558,Matheus Dias,52974163000179,36934151,17936420878
73819072601275,Isaac Ferreira,78904321000108,27196058,50894713639
73819072601275,Isaac Ferreira,78904321000108,27196058,87359410657
73819072601275,Isaac Ferreira,78904321000108,27196058,52634071906
73819072601275,Isaac Ferreira,78904321000108,27196058,64803795274
29223948180706,Manuella Monteiro,06172984000174,94468344,52361804735
29223948180706,Manuella Monteiro,06172984000174,94468344,46370895148
19383089596809,André Correia,76981045000156,54512271,73064895265
19383089596809,André Correia,76981045000156,54512271,12437968040
10492533171258,Sophia Machado,86250174000128,69273294,89076324565
10492533171258,Sophia Machado,86250174000128,69273294,86095234115
30499505617156,Fernanda da Rosa,49108536000114,35606060,43597210643
30499505617156,Fernanda da Rosa,49108536000114,35606060,70135649234
30499505617156,Fernanda da Rosa,49108536000114,35606060,57492160801
30499505617156,Fernanda da Rosa,49108536000114,35606060,52631894782
30499505617156,Fernanda da Rosa,49108536000114,35606060,39265814098
88752175359278,Dr. Luiz Fernando Lopes,25647910000191,51572355,82159630489
88752175359278,Dr. Luiz Fernando Lopes,25647910000191,51572355,94760832122
88752175359278,Dr. Luiz Fernando Lopes,25647910000191,51572355,90845127667
87705551606761,Maria Julia Freitas,31425780000145,42110982,17583602912
87705551606761,Maria Julia Freitas,31425780000145,42110982,28501437662
77679839407698,Stella Guerra,92637015000183,31401279,32941087613
77679839407698,Stella Guerra,92637015000183,31401279,85346902783
77679839407698,Stella Guerra,92637015000183,31401279,93670415270
16166467794035,José Miguel da Rocha,98420513000156,52836642,30586794247
16166467794035,José Miguel da Rocha,98420513000156,52836642,85604932124
16166467794035,José Miguel da Rocha,98420513000156,52836642,95241306889
16166467794035,José Miguel da Rocha,98420513000156,52836642,27501468958
16166467794035,José Miguel da Rocha,98420513000156,52836642,83290147541
16166467794035,José Miguel da Rocha,98420513000156,52836642,12683049560
38507234885897,Daniela Mendes,05362487000176,70929394,18902675467
38507234885897,Daniela Mendes,05362487000176,70929394,89274160313
93478605112432,Sr. Luiz Fernando Rodrigues,78029453000138,81025644,28051964306
93478605112432,Sr. Luiz Fernando Rodrigues,78029453000138,81025644,97062534161
93478605112432,Sr. Luiz Fernando Rodrigues,78029453000138,81025644,63804725171
39771591087731,José das Neves,96487025000130,99172059,38176425044
39771591087731,José das Neves,96487025000130,99172059,29471035805
39771591087731,José das Neves,96487025000130,99172059,91036582442
35019182164389,Benício da Rocha,47385026000169,81695223,29178364582
35019182164389,Benício da Rocha,47385026000169,81695223,16975432864
15157532626313,Thales da Rosa,09685214000113,39674872,90635182424
15157532626313,Thales da Rosa,09685214000113,39674872,86591074201
96735497320561,Bianca Campos,87643501000174,63402275,75419320860
96735497320561,Bianca Campos,87643501000174,63402275,50489136710
23307860159175,Dr. Davi Miguel Melo,41809673000174,34384602,25740613817
23307860159175,Dr. Davi Miguel Melo,41809673000174,34384602,42938176031
22788334454878,Ravi Lucca Caldeira,37510824000111,29520707,08536742135
22788334454878,Ravi Lucca Caldeira,37510824000111,29520707,35490861215
22788334454878,Ravi Lucca Caldeira,37510824000111,29520707,76058143217
82310030993792,Thales da Rocha,40167253000179,73825536,76810429387
82310030993792,Thales da Rocha,40167253000179,73825536,10487925360
54413050658903,Sra. Rafaela Sampaio,80165472000133,74876128,72593814691
54413050658903,Sra. Rafaela Sampaio,80165472000133,74876128,78326491519
81171341697947,Raul Santos,73259461000157,21252339,32179650868
81171341697947,Raul Santos,73259461000157,21252339,37829461546
78527307089076,Bárbara Pastor,50497623000190,86119947,21783046562
78527307089076,Bárbara Pastor,50497623000190,86119947,75830142988
78527307089076,Bárbara Pastor,50497623000190,86119947,27091354850
69601869310822,Luan Carvalho,32840975000114,71063783,30821765930
69601869310822,Luan Carvalho,32840975000114,71063783,39106452752
69601869310822,Luan Carvalho,32840975000114,71063783,90732541832
78826177115748,Gael Henrique Pereira,07391642000108,36560734,62085137407
78826177115748,Gael Henrique Pereira,07391642000108,36560734,28435769038
93168759323911,João Guilherme Monteiro,16859023000196,23995500,76019452867
93168759323911,João Guilherme Monteiro,16859023000196,23995500,53097164243
93168759323911,João Guilherme Monteiro,16859023000196,23995500,60395714893
93168759323911,João Guilherme Monteiro,16859023000196,23995500,42107865353
86414247018330,Yan da Conceição,23741985000101,66673754,09826157368
86414247018330,Yan da Conceição,23741985000101,66673754,47596128319
86414247018330,Yan da Conceição,23741985000101,66673754,51098276302
56019221172397,Ana Laura Pimenta,78012694000174,21874776,24318759032
56019221172397,Ana Laura Pimenta,78012694000174,21874776,90462753107
56019221172397,Ana Laura Pimenta,78012694000174,21874776,39846570139
56019221172397,Ana Laura Pimenta,78012694000174,21874776,27096315470
56019221172397,Ana Laura Pimenta,78012694000174,21874776,23461907804
56019221172397,Ana Laura Pimenta,78012694000174,21874776,53241697061
76512198696095,Marcos Vinicius Ramos,48635910000177,37963723,84156320707
76512198696095,Marcos Vinicius Ramos,48635910000177,37963723,62743105844
19556021631125,Lorena Marques,37901258000179,99010768,75640839139
19556021631125,Lorena Marques,37901258000179,99010768,61509738401
40908098590897,Sophia Viana,65840732000135,77505971,54061827308
40908098590897,Sophia Viana,65840732000135,77505971,43591602752
20421727640839,Nathan Cunha,53071289000104,27149807,67852094120
20421727640839,Nathan Cunha,53071289000104,27149807,03417259860
20421727640839,Nathan Cunha,53071289000104,27149807,98431605766
30834291205087,Carlos Eduardo Silva,34120678000120,29008584,46597032829
30834291205087,Carlos Eduardo Silva,34120678000120,29008584,19807625467
30834291205087,Carlos Eduardo Silva,34120678000120,29008584,91384276050
30834291205087,Carlos Eduardo Silva,34120678000120,29008584,71236985095
13448601391841,Esther Fernandes,19432587000136,26021345,80194573214
13448601391841,Esther Fernandes,19432587000136,26021345,92054176885
40972506350675,Sr. Kevin Freitas,05263197000175,12637387,16509234734
40972506350675,Sr. Kevin Freitas,05263197000175,12637387,96451027820
40972506350675,Sr. Kevin Freitas,05263197000175,12637387,26147509802
52093403764048,Maria Helena Abreu,26435890000158,47024200,75640839139
52093403764048,Maria Helena Abreu,26435890000158,47024200,30718924622
52093403764048,Maria Helena Abreu,26435890000158,47024200,46120895701
52093403764048,Maria Helena Abreu,26435890000158,47024200,46180953260
64213722584654,Augusto Barbosa,28016754000159,33123026,14065329752
64213722584654,Augusto Barbosa,28016754000159,33123026,52406387992
64213722584654,Augusto Barbosa,28016754000159,33123026,27501468958
64213722584654,Augusto Barbosa,28016754000159,33123026,69753402856
97789629492543,Valentina Fogaça,10549763000140,06143465,51834920698
97789629492543,Valentina Fogaça,10549763000140,06143465,17583602912
10051044466442,Luiz Gustavo Fernandes,98257403000115,32277168,95047621316
10051044466442,Luiz Gustavo Fernandes,98257403000115,32277168,05438729638
10051044466442,Luiz Gustavo Fernandes,98257403000115,32277168,56432809738
10994971190389,Davi Lucas Rocha,61074953000199,14916486,47315068244
10994971190389,Davi Lucas Rocha,61074953000199,14916486,65829071312
10994971190389,Davi Lucas Rocha,61074953000199,14916486,17029863577
14902939007985,Ravi Fernandes,02751486000125,65405797,79245031888
14902939007985,Ravi Fernandes,02751486000125,65405797,75283941655
82583219310284,Aylla Pacheco,95128640000198,84611029,98574203629
82583219310284,Aylla Pacheco,95128640000198,84611029,04587639184
82583219310284,Aylla Pacheco,95128640000198,84611029,23015694707
61681354269240,Sra. Heloísa da Cunha,74820951000143,21626120,49560783238
61681354269240,Sra. Heloísa da Cunha,74820951000143,21626120,81743256035
21719538616756,Carolina Fonseca,30179825000186,15744167,29605438747
21719538616756,Carolina Fonseca,30179825000186,15744167,13926054824
21719538616756,Carolina Fonseca,30179825000186,15744167,98431605766
21719538616756,Carolina Fonseca,30179825000186,15744167,87643250162
21719538616756,Carolina Fonseca,30179825000186,15744167,41975623819
67555495556070,Sra. Clarice Montenegro,04163978000125,13816714,67259381400
67555495556070,Sra. Clarice Montenegro,04163978000125,13816714,23198576482
67555495556070,Sra. Clarice Montenegro,04163978000125,13816714,64308251915
67555495556070,Sra. Clarice Montenegro,04163978000125,13816714,50187649294
49674025686792,Aurora Vieira,64389157000133,55000588,31270986422
49674025686792,Aurora Vieira,64389157000133,55000588,13798526419
99159872912591,Benício Cardoso,17089243000140,57273792,09435716261
99159872912591,Benício Cardoso,17089243000140,57273792,12086437978
99159872912591,Benício Cardoso,17089243000140,57273792,83516729040
85101368336933,Sr. Rael Mendonça,91453067000137,29292620,30795612443
85101368336933,Sr. Rael Mendonça,91453067000137,29292620,37914682519
22561294611366,Manuella Siqueira,13892054000150,89975862,32874196096
22561294611366,Manuella Siqueira,13892054000150,89975862,63041897539
22561294611366,Manuella Siqueira,13892054000150,89975862,20783465947
52400740471284,Camila Pinto,02537496000162,97365643,96451027820
52400740471284,Camila Pinto,02537496000162,97365643,40217358608
42446814571287,João Felipe Pastor,87931620000122,80887028,16482953042
42446814571287,João Felipe Pastor,87931620000122,80887028,15964730299
42446814571287,João Felipe Pastor,87931620000122,80887028,73426908131
42446814571287,João Felipe Pastor,87931620000122,80887028,16532908460
76391002961211,Maria Rodrigues,48507239000189,01576043,61509738401
76391002961211,Maria Rodrigues,48507239000189,01576043,40193682796
76391002961211,Maria Rodrigues,48507239000189,01576043,45921670316
76391002961211,Maria Rodrigues,48507239000189,01576043,92671350406
92642881432526,Rael Aragão,17285963000181,86446769,07146853993
92642881432526,Rael Aragão,17285963000181,86446769,64871395057
74327736730538,Diego Casa Grande,50246837000193,61817698,50986412767
74327736730538,Diego Casa Grande,50246837000193,61817698,93756240800
74327736730538,Diego Casa Grande,50246837000193,61817698,10578439204
63479989528409,José Miguel Ferreira,35167948000110,55423928,98705421667
63479989528409,José Miguel Ferreira,35167948000110,55423928,40283951605
85136820876733,Alexandre Campos,16570428000100,44207155,30821765930
85136820876733,Alexandre Campos,16570428000100,44207155,18634952070
38614368671322,João Pedro Abreu,09576431000175,55595272,31287594646
38614368671322,João Pedro Abreu,09576431000175,55595272,27149630561
38614368671322,João Pedro Abreu,09576431000175,55595272,46370895148
38614368671322,João Pedro Abreu,09576431000175,55595272,74603851235
38614368671322,João Pedro Abreu,09576431000175,55595272,14832569791
23828035253019,Théo da Costa,15860249000144,31304903,27904361850
23828035253019,Théo da Costa,15860249000144,31304903,68097154285
23828035253019,Théo da Costa,15860249000144,31304903,67825419391
46666779722002,Rebeca Moraes,38510726000147,21609747,38095672483
46666779722002,Rebeca Moraes,38510726000147,21609747,09184576375
66442451828835,Daniela Mendes,57281306000180,17386368,01987632559
66442451828835,Daniela Mendes,57281306000180,17386368,46180795339
66442451828835,Daniela Mendes,57281306000180,17386368,31826547991
73114848884169,Evelyn da Paz,38561790000157,46882071,67183420922
73114848884169,Evelyn da Paz,38561790000157,46882071,43709612543
28266147382083,Srta. Maya Nogueira,76548192000137,29610590,21783046562
28266147382083,Srta. Maya Nogueira,76548192000137,29610590,07648193213
58176612012533,Isabela Brito,59418623000121,69026209,62785491076
58176612012533,Isabela Brito,59418623000121,69026209,51973208695
